chr	start	end
chr12	99855000.0	99875000.0
chr12	99855000.0	99875000.0
chr12	99855000.0	99875000.0
chr12	99855000.0	99875000.0
chr12	99855000.0	99875000.0
chr12	99855000.0	99875000.0
chr12	109310000.0	109315000.0
chr12	121695000.0	121700000.0
chr12	118980000.0	118985000.0
chr12	118980000.0	118985000.0
chr12	118980000.0	118985000.0
chr12	99860000.0	99865000.0
chr12	99860000.0	99865000.0
chr12	99860000.0	99865000.0
chr12	99805000.0	99810000.0
chr12	99805000.0	99810000.0
chr12	99805000.0	99810000.0
chr12	99855000.0	99880000.0
chr12	99855000.0	99880000.0
chr12	99855000.0	99880000.0
chr12	99805000.0	99820000.0
chr12	99805000.0	99820000.0
chr12	99805000.0	99820000.0
chr12	122850000.0	122855000.0
chr12	115990000.0	116020000.0
chr12	116115000.0	116135000.0
chr12	51025000.0	51030000.0
chr12	122875000.0	122880000.0
chr12	109090000.0	109115000.0
chr12	109090000.0	109115000.0
chr12	109090000.0	109115000.0
chr12	76640000.0	76645000.0
chr12	100165000.0	100175000.0
chr12	100165000.0	100175000.0
chr12	100165000.0	100175000.0
chr12	99805000.0	99810000.0
chr12	99805000.0	99810000.0
chr12	99805000.0	99810000.0
chr12	108685000.0	108695000.0
chr12	109095000.0	109100000.0
chr12	103960000.0	103965000.0
chr12	103960000.0	103965000.0
chr12	121800000.0	121805000.0
chr12	122845000.0	122850000.0
chr12	7105000.0	7110000.0
chr12	7105000.0	7110000.0
chr12	32755000.0	32760000.0
chr12	3075000.0	3080000.0
chr12	109515000.0	109530000.0
chr12	51270000.0	51275000.0
chr12	6565000.0	6570000.0
chr12	110125000.0	110135000.0
chr12	51030000.0	51035000.0
chr12	50080000.0	50085000.0
chr12	8680000.0	8685000.0
chr13	113295000.0	113300000.0
chr13	77325000.0	77335000.0
chr13	77325000.0	77335000.0
chr13	77565000.0	77595000.0
chr13	77565000.0	77595000.0
chr13	31040000.0	31050000.0
chr13	31040000.0	31050000.0
chr13	107200000.0	107230000.0
chr13	107345000.0	107400000.0
chr13	107625000.0	107655000.0
chr13	77695000.0	77700000.0
chr13	77695000.0	77700000.0
chr13	112690000.0	112695000.0
chr13	112680000.0	112685000.0
chr13	21120000.0	21130000.0
chr13	20940000.0	20945000.0
chr13	108215000.0	108220000.0
chr13	21035000.0	21050000.0
chr14	105015000.0	105020000.0
chr14	105015000.0	105020000.0
chr14	105280000.0	105290000.0
chr14	105280000.0	105290000.0
chr14	58625000.0	58650000.0
chr14	58625000.0	58650000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	65410000.0	65415000.0
chr14	102140000.0	102145000.0
chr14	102010000.0	102160000.0
chr14	102010000.0	102160000.0
chr14	101960000.0	101965000.0
chr14	102010000.0	102160000.0
chr14	102180000.0	102215000.0
chr14	102010000.0	102160000.0
chr14	102010000.0	102160000.0
chr14	102180000.0	102215000.0
chr14	102010000.0	102160000.0
chr14	102010000.0	102160000.0
chr14	102010000.0	102160000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102050000.0	102220000.0
chr14	102030000.0	102035000.0
chr14	102130000.0	102145000.0
chr14	102045000.0	102100000.0
chr14	102045000.0	102100000.0
chr14	102045000.0	102100000.0
chr14	102045000.0	102100000.0
chr14	102130000.0	102145000.0
chr14	102045000.0	102100000.0
chr14	102160000.0	102165000.0
chr14	102045000.0	102100000.0
chr14	102135000.0	102145000.0
chr14	102085000.0	102110000.0
chr14	102180000.0	102200000.0
chr14	102085000.0	102110000.0
chr14	102085000.0	102110000.0
chr14	102140000.0	102145000.0
chr14	58630000.0	58635000.0
chr14	59185000.0	59195000.0
chr14	59185000.0	59195000.0
chr14	22905000.0	22910000.0
chr14	59130000.0	59135000.0
chr14	58500000.0	58505000.0
chr14	101950000.0	101955000.0
chr14	101760000.0	101765000.0
chr14	101705000.0	101710000.0
chr14	65165000.0	65170000.0
chr14	65165000.0	65170000.0
chr14	105245000.0	105250000.0
chr14	105245000.0	105250000.0
chr14	35145000.0	35150000.0
chr14	35120000.0	35125000.0
chr14	39175000.0	39180000.0
chr14	59480000.0	59485000.0
chr14	59480000.0	59495000.0
chr14	85230000.0	85255000.0
chr14	85160000.0	85180000.0
chr14	84925000.0	84955000.0
chr14	85030000.0	85065000.0
chr14	85230000.0	85255000.0
chr14	85030000.0	85065000.0
chr14	85160000.0	85180000.0
chr14	39105000.0	39110000.0
chr14	102055000.0	102060000.0
chr14	105415000.0	105420000.0
chr14	59185000.0	59190000.0
chr14	59185000.0	59190000.0
chr14	102085000.0	102090000.0
chr14	104135000.0	104140000.0
chr14	104135000.0	104140000.0
chr14	70810000.0	70830000.0
chr14	70810000.0	70830000.0
chr14	70810000.0	70815000.0
chr14	70805000.0	70815000.0
chr14	70805000.0	70815000.0
chr14	70810000.0	70815000.0
chr14	22825000.0	22830000.0
chr14	22570000.0	22590000.0
chr14	22570000.0	22590000.0
chr14	101755000.0	101785000.0
chr14	101755000.0	101785000.0
chr14	101695000.0	101720000.0
chr14	105395000.0	105420000.0
chr14	105395000.0	105420000.0
chr14	105300000.0	105305000.0
chr14	102360000.0	102365000.0
chr14	102430000.0	102445000.0
chr14	44960000.0	44965000.0
chr14	44960000.0	44965000.0
chr14	22585000.0	22600000.0
chr14	22585000.0	22600000.0
chr14	85165000.0	85170000.0
chr14	85240000.0	85250000.0
chr14	85040000.0	85045000.0
chr14	85530000.0	85535000.0
chr14	70090000.0	70105000.0
chr14	102060000.0	102065000.0
chr14	102150000.0	102155000.0
chr14	70805000.0	70825000.0
chr14	70805000.0	70825000.0
chr14	22990000.0	23020000.0
chr14	22990000.0	23020000.0
chr14	102430000.0	102450000.0
chr14	102370000.0	102375000.0
chr14	102430000.0	102450000.0
chr14	22990000.0	22995000.0
chr14	23010000.0	23030000.0
chr14	23010000.0	23030000.0
chr14	21510000.0	21515000.0
chr14	21475000.0	21480000.0
chr14	22930000.0	22935000.0
chr14	103700000.0	103705000.0
chr14	35115000.0	35130000.0
chr14	44945000.0	44960000.0
chr14	44945000.0	44960000.0
chr14	104985000.0	104990000.0
chr14	104985000.0	104990000.0
chr14	21460000.0	21465000.0
chr14	103715000.0	103720000.0
chr14	22595000.0	22600000.0
chr14	95545000.0	95550000.0
chr14	96035000.0	96040000.0
chr14	22935000.0	22940000.0
chr14	95530000.0	95535000.0
chr14	59715000.0	59730000.0
chr15	43825000.0	43830000.0
chr15	43900000.0	43920000.0
chr15	90640000.0	90670000.0
chr15	90640000.0	90670000.0
chr15	48960000.0	48965000.0
chr15	48875000.0	48880000.0
chr15	90640000.0	90670000.0
chr15	90640000.0	90670000.0
chr15	58930000.0	58935000.0
chr15	92390000.0	92400000.0
chr15	92390000.0	92400000.0
chr15	92145000.0	92185000.0
chr15	92085000.0	92125000.0
chr15	92085000.0	92125000.0
chr15	92145000.0	92185000.0
chr15	92280000.0	92285000.0
chr15	92795000.0	92800000.0
chr15	92795000.0	92845000.0
chr15	92795000.0	92845000.0
chr15	92795000.0	92845000.0
chr15	92795000.0	92845000.0
chr15	92795000.0	92845000.0
chr15	92795000.0	92845000.0
chr15	90645000.0	90665000.0
chr15	90645000.0	90665000.0
chr15	48350000.0	48355000.0
chr15	92800000.0	92835000.0
chr15	92800000.0	92835000.0
chr15	92800000.0	92835000.0
chr15	92800000.0	92835000.0
chr15	92800000.0	92835000.0
chr15	92805000.0	92835000.0
chr15	92805000.0	92835000.0
chr15	92805000.0	92835000.0
chr15	92805000.0	92835000.0
chr15	92805000.0	92835000.0
chr15	92805000.0	92825000.0
chr15	92805000.0	92825000.0
chr15	92805000.0	92825000.0
chr15	92805000.0	92825000.0
chr15	92815000.0	92825000.0
chr15	92815000.0	92825000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36465000.0	36530000.0
chr15	36465000.0	36530000.0
chr15	36465000.0	36530000.0
chr15	36865000.0	36970000.0
chr15	36465000.0	36530000.0
chr15	36465000.0	36530000.0
chr15	37035000.0	37040000.0
chr15	37035000.0	37040000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36465000.0	36530000.0
chr15	36465000.0	36530000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36865000.0	36970000.0
chr15	36435000.0	36440000.0
chr15	36435000.0	36440000.0
chr15	36650000.0	36660000.0
chr15	36650000.0	36660000.0
chr15	36875000.0	36905000.0
chr15	36875000.0	36905000.0
chr15	36920000.0	36955000.0
chr15	36920000.0	36955000.0
chr15	36875000.0	36905000.0
chr15	36490000.0	36520000.0
chr15	36490000.0	36520000.0
chr15	36490000.0	36520000.0
chr15	36920000.0	36955000.0
chr15	36490000.0	36520000.0
chr15	36490000.0	36520000.0
chr15	37035000.0	37050000.0
chr15	37035000.0	37050000.0
chr15	36875000.0	36905000.0
chr15	37035000.0	37050000.0
chr15	37035000.0	37050000.0
chr15	36920000.0	36955000.0
chr15	36490000.0	36520000.0
chr15	36490000.0	36520000.0
chr15	36875000.0	36905000.0
chr15	36645000.0	36650000.0
chr15	36645000.0	36650000.0
chr15	36470000.0	36475000.0
chr15	36470000.0	36475000.0
chr15	36920000.0	36955000.0
chr15	36920000.0	36955000.0
chr15	36875000.0	36905000.0
chr15	36875000.0	36905000.0
chr15	36495000.0	36500000.0
chr15	36875000.0	36895000.0
chr15	36875000.0	36895000.0
chr15	36875000.0	36895000.0
chr15	36875000.0	36895000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36870000.0	36955000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36870000.0	36955000.0
chr15	36645000.0	36655000.0
chr15	36645000.0	36655000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36645000.0	36655000.0
chr15	36645000.0	36655000.0
chr15	36480000.0	36525000.0
chr15	36480000.0	36525000.0
chr15	36870000.0	36955000.0
chr15	36870000.0	36955000.0
chr15	36920000.0	36945000.0
chr15	36920000.0	36945000.0
chr15	36495000.0	36510000.0
chr15	36495000.0	36510000.0
chr15	36495000.0	36510000.0
chr15	36920000.0	36945000.0
chr15	36920000.0	36945000.0
chr15	36880000.0	36885000.0
chr15	36880000.0	36890000.0
chr15	36880000.0	36890000.0
chr15	92810000.0	92820000.0
chr15	92805000.0	92815000.0
chr15	92805000.0	92815000.0
chr15	92805000.0	92820000.0
chr15	92805000.0	92820000.0
chr15	92805000.0	92820000.0
chr15	92810000.0	92815000.0
chr15	90640000.0	90665000.0
chr15	90640000.0	90665000.0
chr15	90660000.0	90665000.0
chr15	90660000.0	90670000.0
chr15	90660000.0	90670000.0
chr15	36885000.0	36895000.0
chr15	36885000.0	36895000.0
chr15	36885000.0	36890000.0
chr15	43775000.0	43780000.0
chr15	43775000.0	43780000.0
chr15	90665000.0	90670000.0
chr15	92390000.0	92395000.0
chr15	92390000.0	92395000.0
chr15	92390000.0	92395000.0
chr15	92080000.0	92125000.0
chr15	92140000.0	92180000.0
chr15	43900000.0	43920000.0
chr15	43900000.0	43920000.0
chr15	37095000.0	37115000.0
chr15	37095000.0	37115000.0
chr15	37095000.0	37115000.0
chr15	37095000.0	37110000.0
chr15	37095000.0	37110000.0
chr15	49045000.0	49050000.0
chr15	48875000.0	48880000.0
chr15	90715000.0	90720000.0
chr15	48880000.0	48885000.0
chr16	53055000.0	53060000.0
chr16	53055000.0	53060000.0
chr16	53055000.0	53060000.0
chr16	53050000.0	53060000.0
chr16	53050000.0	53060000.0
chr16	68240000.0	68245000.0
chr16	68240000.0	68245000.0
chr16	68445000.0	68450000.0
chr16	68445000.0	68450000.0
chr16	84115000.0	84120000.0
chr16	84115000.0	84120000.0
chr16	84115000.0	84120000.0
chr16	68520000.0	68545000.0
chr16	68520000.0	68545000.0
chr16	68540000.0	68545000.0
chr16	89490000.0	89495000.0
chr16	89490000.0	89495000.0
chr16	89490000.0	89495000.0
chr16	89240000.0	89260000.0
chr16	89240000.0	89260000.0
chr16	89240000.0	89260000.0
chr16	52090000.0	52095000.0
chr16	52495000.0	52500000.0
chr16	52180000.0	52195000.0
chr16	52305000.0	52315000.0
chr16	2980000.0	2985000.0
chr16	2980000.0	2985000.0
chr16	70450000.0	70455000.0
chr16	69410000.0	69415000.0
chr16	69385000.0	69425000.0
chr16	69385000.0	69425000.0
chr16	75265000.0	75270000.0
chr16	19065000.0	19070000.0
chr16	19055000.0	19095000.0
chr16	2050000.0	2055000.0
chr16	1955000.0	1995000.0
chr16	1955000.0	1995000.0
chr16	1955000.0	1995000.0
chr16	2010000.0	2015000.0
chr16	1930000.0	1935000.0
chr16	29895000.0	29900000.0
chr16	29895000.0	29900000.0
chr16	29805000.0	29820000.0
chr16	29805000.0	29820000.0
chr16	29805000.0	29820000.0
chr16	29895000.0	29900000.0
chr16	29805000.0	29820000.0
chr16	29805000.0	29820000.0
chr16	29920000.0	29925000.0
chr16	29810000.0	29815000.0
chr16	29815000.0	29820000.0
chr16	58330000.0	58335000.0
chr16	58330000.0	58345000.0
chr16	58330000.0	58335000.0
chr16	68735000.0	68740000.0
chr16	68735000.0	68740000.0
chr16	81445000.0	81450000.0
chr16	81445000.0	81450000.0
chr16	81445000.0	81450000.0
chr16	81440000.0	81450000.0
chr16	81440000.0	81450000.0
chr16	81440000.0	81450000.0
chr16	81445000.0	81450000.0
chr16	82625000.0	82630000.0
chr16	82625000.0	82630000.0
chr16	1995000.0	2000000.0
chr16	69385000.0	69390000.0
chr16	2010000.0	2025000.0
chr16	1980000.0	1985000.0
chr16	2010000.0	2025000.0
chr16	1960000.0	1965000.0
chr16	2020000.0	2025000.0
chr16	2130000.0	2140000.0
chr16	1960000.0	1985000.0
chr16	1960000.0	1985000.0
chr16	1960000.0	1985000.0
chr16	29795000.0	29835000.0
chr16	29795000.0	29835000.0
chr16	29860000.0	29870000.0
chr16	29860000.0	29870000.0
chr16	29795000.0	29835000.0
chr16	29795000.0	29835000.0
chr16	29795000.0	29820000.0
chr16	29795000.0	29820000.0
chr16	29795000.0	29820000.0
chr16	29795000.0	29820000.0
chr16	29865000.0	29870000.0
chr16	29795000.0	29820000.0
chr16	29800000.0	29820000.0
chr16	29800000.0	29820000.0
chr16	29800000.0	29820000.0
chr16	29805000.0	29810000.0
chr16	29805000.0	29815000.0
chr16	29805000.0	29815000.0
chr16	29805000.0	29815000.0
chr16	88925000.0	88955000.0
chr16	88925000.0	88955000.0
chr16	88925000.0	88955000.0
chr16	88845000.0	88875000.0
chr16	88925000.0	88955000.0
chr16	88925000.0	88955000.0
chr16	88925000.0	88955000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	30375000.0	30385000.0
chr16	75460000.0	75475000.0
chr16	1965000.0	1990000.0
chr16	1965000.0	1990000.0
chr16	2005000.0	2020000.0
chr16	2005000.0	2020000.0
chr16	1940000.0	1945000.0
chr16	1965000.0	1990000.0
chr16	58010000.0	58035000.0
chr16	58010000.0	58035000.0
chr16	58010000.0	58035000.0
chr16	57920000.0	57935000.0
chr16	58025000.0	58030000.0
chr16	57760000.0	57810000.0
chr16	57895000.0	57905000.0
chr16	57580000.0	57590000.0
chr16	89240000.0	89245000.0
chr16	89240000.0	89245000.0
chr16	89240000.0	89245000.0
chr16	89215000.0	89220000.0
chr16	89215000.0	89220000.0
chr16	89215000.0	89220000.0
chr16	89235000.0	89260000.0
chr16	89235000.0	89260000.0
chr16	89235000.0	89260000.0
chr16	89315000.0	89335000.0
chr16	89315000.0	89335000.0
chr16	89315000.0	89335000.0
chr16	89235000.0	89260000.0
chr16	89235000.0	89260000.0
chr16	89235000.0	89260000.0
chr16	89315000.0	89335000.0
chr16	89315000.0	89335000.0
chr16	89315000.0	89335000.0
chr16	89240000.0	89250000.0
chr16	89240000.0	89250000.0
chr16	89240000.0	89250000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89240000.0	89250000.0
chr16	89240000.0	89250000.0
chr16	89240000.0	89250000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89320000.0	89345000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89235000.0	89245000.0
chr16	89310000.0	89315000.0
chr16	89310000.0	89315000.0
chr16	89310000.0	89315000.0
chr16	89330000.0	89345000.0
chr16	89330000.0	89345000.0
chr16	89330000.0	89345000.0
chr16	89330000.0	89345000.0
chr16	89330000.0	89345000.0
chr16	89330000.0	89345000.0
chr16	89240000.0	89245000.0
chr16	89240000.0	89245000.0
chr16	89240000.0	89245000.0
chr16	70685000.0	70690000.0
chr16	70685000.0	70690000.0
chr16	70680000.0	70690000.0
chr16	70680000.0	70690000.0
chr16	88940000.0	88945000.0
chr16	88940000.0	88945000.0
chr16	88940000.0	88945000.0
chr16	89700000.0	89705000.0
chr16	89700000.0	89705000.0
chr16	89700000.0	89705000.0
chr16	89700000.0	89705000.0
chr16	89700000.0	89705000.0
chr16	89700000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	89685000.0	89705000.0
chr16	69425000.0	69430000.0
chr16	2205000.0	2210000.0
chr16	2325000.0	2330000.0
chr16	67025000.0	67030000.0
chr16	75465000.0	75475000.0
chr16	84500000.0	84530000.0
chr16	84500000.0	84530000.0
chr16	84500000.0	84530000.0
chr16	84500000.0	84530000.0
chr16	84500000.0	84530000.0
chr16	84500000.0	84530000.0
chr16	84560000.0	84570000.0
chr16	84560000.0	84570000.0
chr16	84560000.0	84570000.0
chr16	84500000.0	84505000.0
chr16	84500000.0	84505000.0
chr16	84500000.0	84505000.0
chr16	84500000.0	84510000.0
chr16	84500000.0	84510000.0
chr16	84500000.0	84510000.0
chr16	3490000.0	3505000.0
chr16	69420000.0	69425000.0
chr16	52540000.0	52550000.0
chr16	84510000.0	84530000.0
chr16	84510000.0	84530000.0
chr16	84510000.0	84530000.0
chr16	58020000.0	58035000.0
chr16	52545000.0	52550000.0
chr16	52545000.0	52550000.0
chr16	57600000.0	57630000.0
chr16	67845000.0	67850000.0
chr16	67845000.0	67850000.0
chr16	70520000.0	70525000.0
chr16	84185000.0	84190000.0
chr16	2340000.0	2345000.0
chr16	70370000.0	70390000.0
chr16	67525000.0	67530000.0
chr16	67525000.0	67530000.0
chr16	67525000.0	67530000.0
chr16	67525000.0	67530000.0
chr16	2220000.0	2225000.0
chr16	58515000.0	58520000.0
chr16	67835000.0	67840000.0
chr16	67835000.0	67840000.0
chr17	79745000.0	79750000.0
chr17	79780000.0	79815000.0
chr17	79745000.0	79750000.0
chr17	79780000.0	79815000.0
chr17	79780000.0	79815000.0
chr17	79790000.0	79815000.0
chr17	79790000.0	79815000.0
chr17	79790000.0	79810000.0
chr17	79790000.0	79810000.0
chr17	81940000.0	81945000.0
chr17	81320000.0	81365000.0
chr17	81385000.0	81410000.0
chr17	81385000.0	81410000.0
chr17	81385000.0	81410000.0
chr17	81235000.0	81300000.0
chr17	81235000.0	81300000.0
chr17	81235000.0	81300000.0
chr17	81235000.0	81300000.0
chr17	17720000.0	17725000.0
chr17	17680000.0	17695000.0
chr17	17680000.0	17695000.0
chr17	79835000.0	79845000.0
chr17	79835000.0	79845000.0
chr17	79775000.0	79780000.0
chr17	79775000.0	79815000.0
chr17	79775000.0	79815000.0
chr17	79775000.0	79815000.0
chr17	79840000.0	79845000.0
chr17	79785000.0	79810000.0
chr17	79785000.0	79810000.0
chr17	79785000.0	79810000.0
chr17	79780000.0	79810000.0
chr17	79780000.0	79810000.0
chr17	79780000.0	79810000.0
chr17	79835000.0	79845000.0
chr17	79835000.0	79845000.0
chr17	79775000.0	79820000.0
chr17	79835000.0	79840000.0
chr17	79775000.0	79820000.0
chr17	7035000.0	7040000.0
chr17	7355000.0	7365000.0
chr17	7355000.0	7365000.0
chr17	7035000.0	7040000.0
chr17	7035000.0	7045000.0
chr17	7035000.0	7045000.0
chr17	7035000.0	7055000.0
chr17	7035000.0	7055000.0
chr17	7020000.0	7050000.0
chr17	7020000.0	7050000.0
chr17	7035000.0	7050000.0
chr17	7035000.0	7050000.0
chr17	7035000.0	7050000.0
chr17	7035000.0	7040000.0
chr17	7280000.0	7285000.0
chr17	7035000.0	7040000.0
chr17	7035000.0	7040000.0
chr17	7035000.0	7045000.0
chr17	7035000.0	7045000.0
chr17	17720000.0	17730000.0
chr17	17680000.0	17695000.0
chr17	7440000.0	7445000.0
chr17	17495000.0	17500000.0
chr17	17350000.0	17385000.0
chr17	30475000.0	30480000.0
chr17	79070000.0	79080000.0
chr17	79070000.0	79080000.0
chr17	4920000.0	4925000.0
chr17	81325000.0	81360000.0
chr17	81380000.0	81410000.0
chr17	81380000.0	81410000.0
chr17	81380000.0	81410000.0
chr17	81325000.0	81360000.0
chr17	81225000.0	81300000.0
chr17	81225000.0	81300000.0
chr17	81225000.0	81300000.0
chr17	81225000.0	81300000.0
chr17	81380000.0	81410000.0
chr17	81225000.0	81300000.0
chr17	75115000.0	75120000.0
chr17	74985000.0	74990000.0
chr17	74955000.0	74960000.0
chr17	34420000.0	34425000.0
chr17	7275000.0	7280000.0
chr17	7220000.0	7245000.0
chr17	7220000.0	7245000.0
chr17	7305000.0	7310000.0
chr17	17680000.0	17695000.0
chr17	17680000.0	17690000.0
chr17	17680000.0	17690000.0
chr17	17675000.0	17695000.0
chr17	17715000.0	17725000.0
chr17	17675000.0	17695000.0
chr17	17675000.0	17695000.0
chr17	17715000.0	17725000.0
chr17	17675000.0	17695000.0
chr17	81700000.0	81705000.0
chr17	74740000.0	74765000.0
chr17	74790000.0	74800000.0
chr17	74645000.0	74650000.0
chr17	80415000.0	80420000.0
chr17	80475000.0	80480000.0
chr17	80415000.0	80455000.0
chr17	80470000.0	80480000.0
chr17	80470000.0	80480000.0
chr17	80415000.0	80455000.0
chr17	80415000.0	80455000.0
chr17	80415000.0	80455000.0
chr17	80415000.0	80455000.0
chr17	80415000.0	80455000.0
chr17	80415000.0	80430000.0
chr17	80455000.0	80460000.0
chr17	80415000.0	80430000.0
chr17	80480000.0	80485000.0
chr17	80415000.0	80440000.0
chr17	80415000.0	80440000.0
chr17	80415000.0	80440000.0
chr17	80415000.0	80440000.0
chr17	80415000.0	80435000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80415000.0	80435000.0
chr17	80415000.0	80425000.0
chr17	80415000.0	80425000.0
chr17	80415000.0	80420000.0
chr17	80415000.0	80420000.0
chr17	80475000.0	80480000.0
chr17	80415000.0	80420000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80450000.0	80480000.0
chr17	80470000.0	80480000.0
chr17	80470000.0	80480000.0
chr17	80540000.0	80550000.0
chr17	80540000.0	80550000.0
chr17	7395000.0	7400000.0
chr17	1910000.0	1915000.0
chr17	1910000.0	1915000.0
chr17	2045000.0	2055000.0
chr17	2045000.0	2055000.0
chr17	2045000.0	2055000.0
chr17	2045000.0	2055000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1825000.0	1840000.0
chr17	1825000.0	1840000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1825000.0	1840000.0
chr17	1825000.0	1840000.0
chr17	1715000.0	1735000.0
chr17	1715000.0	1735000.0
chr17	1870000.0	1955000.0
chr17	1870000.0	1955000.0
chr17	1715000.0	1735000.0
chr17	1715000.0	1735000.0
chr17	1715000.0	1735000.0
chr17	1715000.0	1735000.0
chr17	1690000.0	1695000.0
chr17	1690000.0	1695000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1715000.0	1730000.0
chr17	1715000.0	1730000.0
chr17	1880000.0	1925000.0
chr17	1880000.0	1925000.0
chr17	1715000.0	1730000.0
chr17	1715000.0	1730000.0
chr17	1715000.0	1730000.0
chr17	1715000.0	1730000.0
chr17	1680000.0	1685000.0
chr17	1680000.0	1685000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1710000.0	1725000.0
chr17	1710000.0	1725000.0
chr17	1905000.0	1930000.0
chr17	1905000.0	1930000.0
chr17	1870000.0	1890000.0
chr17	1870000.0	1890000.0
chr17	1710000.0	1725000.0
chr17	1710000.0	1725000.0
chr17	1870000.0	1890000.0
chr17	1870000.0	1890000.0
chr17	1710000.0	1725000.0
chr17	1710000.0	1725000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1825000.0	1830000.0
chr17	1825000.0	1830000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1720000.0	1730000.0
chr17	1720000.0	1730000.0
chr17	1905000.0	1945000.0
chr17	1905000.0	1945000.0
chr17	1720000.0	1730000.0
chr17	1720000.0	1730000.0
chr17	1680000.0	1685000.0
chr17	1680000.0	1685000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1820000.0	1835000.0
chr17	1820000.0	1835000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1870000.0	1970000.0
chr17	1715000.0	1730000.0
chr17	1715000.0	1730000.0
